Time,Sensor
0.0,0.020846
0.003906999999999883,0.020971
0.007812999999999626,0.02072
0.011718999999999369,0.020469
0.015625,0.020846
0.019531999999999883,0.021474
0.023437999999999626,0.021348
0.02734399999999937,0.020971
0.03125,0.02072
0.03515699999999988,0.020971
0.039062999999999626,0.021348
0.04296899999999937,0.021474
0.046875,0.021348
0.05078199999999988,0.020846
0.054687999999999626,0.021097
0.05859399999999937,0.021474
0.0625,0.021474
0.06640699999999988,0.021097
0.07031299999999963,0.02072
0.07421899999999937,0.02072
0.078125,0.021097
0.08203199999999988,0.021223
0.08593799999999963,0.020971
0.08984399999999937,0.020846
0.09375,0.02072
0.09765699999999988,0.020971
0.10156299999999963,0.021097
0.10546899999999937,0.020971
0.109375,0.020594
0.11328199999999988,0.020469
0.11718799999999963,0.020594
0.12109399999999937,0.020594
0.125,0.020343
0.12890699999999988,0.019841
0.13281299999999963,0.019841
0.13671899999999937,0.020217
0.140625,0.020343
0.14453199999999988,0.020217
0.14843799999999963,0.019841
0.15234399999999937,0.019715
0.15625,0.019966
0.16015699999999988,0.020217
0.16406299999999963,0.020092
0.16796899999999937,0.019715
0.171875,0.019589
0.17578199999999988,0.019841
0.17968799999999963,0.020092
0.18359399999999937,0.019966
0.1875,0.019715
0.19140699999999988,0.019589
0.19531299999999963,0.019841
0.19921899999999937,0.020217
0.203125,0.020343
0.20703199999999988,0.020092
0.21093799999999963,0.020092
0.21484399999999937,0.020217
0.21875,0.020594
0.22265699999999988,0.020846
0.22656299999999963,0.020594
0.23046899999999937,0.020469
0.234375,0.02072
0.23828199999999988,0.020971
0.24218799999999963,0.021474
0.24609399999999937,0.021223
0.25,0.020971
0.2539069999999999,0.021223
0.2578129999999996,0.021976
0.26171899999999937,0.02273
0.265625,0.022981
0.2695319999999999,0.023484
0.2734379999999996,0.023609
0.27734399999999937,0.024363
0.28125,0.025494
0.2851569999999999,0.025745
0.2890629999999996,0.02562
0.29296899999999937,0.026248
0.296875,0.027127
0.3007819999999999,0.027378
0.3046879999999996,0.027881
0.30859399999999937,0.02763
0.3125,0.028006
0.3164069999999999,0.029388
0.3203129999999996,0.030393
0.32421899999999937,0.03077
0.328125,0.031398
